Compze.Tests.Unit	Class	Renamed	..\test\Compze.Tests.Unit\CQRS\Taggregates\CompositeTaggregates\GuidId\Domain\Tevents\CompositeTaggregateTevent.cs
Compze.Tests.Unit	Class	Created	..\test\Compze.Tests.Unit\CQRS\Taggregates\CompositeTaggregates\GuidId\Domain\Tevents\CompositeTaggregateTevent.cs
Compze.Tests.Unit	Class	Removed	..\test\Compze.Tests.Unit\CQRS\Taggregates\CompositeTaggregates\GuidId\Domain\Tevents\CompositeTaggregateTevent.cs
Compze.Tests.Unit	Class	Created	..\test\Compze.Tests.Unit\CQRS\Taggregates\CompositeTaggregates\GuidId\Domain\Tevents\CompositeTaggregateTevent.cs
Compze.Tests.Unit	Class	Removed	..\test\Compze.Tests.Unit\CQRS\Taggregates\CompositeTaggregates\GuidId\Domain\Tevents\CompositeTaggregateTevent.cs
Compze.Tests.Unit	Class	Renamed	..\test\Compze.Tests.Unit\CQRS\Taggregates\CompositeTaggregates\GuidId\Domain\Tevents\CompositeTaggregateTevent.cs
Compze.Tests.Unit	Class	Created	..\test\Compze.Tests.Unit\CQRS\Taggregates\CompositeTaggregates\GuidId\Domain\Tevents\CompositeTaggregateTevent.cs
Compze.Tests.Unit	Class	Renamed	..\test\Compze.Tests.Unit\CQRS\Taggregates\CompositeTaggregates\GuidId\Domain\Tevents\CompositeTaggregateTevent.cs
Compze.Tests.Unit	Class	Created	..\test\Compze.Tests.Unit\CQRS\Taggregates\CompositeTaggregates\GuidId\Domain\Tevents\CompositeTaggregateTevent.cs
Compze.Tests.Unit	Class	CompositeTaggregateTevent	..\test\Compze.Tests.Unit\CQRS\Taggregates\CompositeTaggregates\GuidId\Domain\Tevents\CompositeTaggregateTevent.cs
Compze.Tests.Unit	Interface	ICompositeTaggregateTevent	..\test\Compze.Tests.Unit\CQRS\Taggregates\CompositeTaggregates\GuidId\Domain\Tevents\ICompositeTaggregateTevent.cs
Compze.Tests.Unit	Class	DogTevent	..\test\Compze.Tests.Unit\CQRS\Taggregates\InheritingTaggregate\AnimalTaggregate.cs
Compze.Tests.Unit	Class	DogTevent	..\test\Compze.Tests.Unit\CQRS\Taggregates\InheritingTaggregate\AnimalTaggregate.cs
Compze.Tests.Unit	Interface	IDogTevent	..\test\Compze.Tests.Unit\CQRS\Taggregates\InheritingTaggregate\AnimalTaggregate.cs
Compze.Tests.Unit	Class	CatTevent	..\test\Compze.Tests.Unit\CQRS\Taggregates\InheritingTaggregate\AnimalTaggregate.cs
Compze.Tests.Unit	Interface	ICatTevent	..\test\Compze.Tests.Unit\CQRS\Taggregates\InheritingTaggregate\AnimalTaggregate.cs
Compze.Tests.Unit	Class	Born	..\test\Compze.Tests.Unit\CQRS\Taggregates\InheritingTaggregate\AnimalTaggregate.cs
Compze.Tests.Unit	Class	CatTevent	..\test\Compze.Tests.Unit\CQRS\Taggregates\InheritingTaggregate\AnimalTaggregate.cs
Compze.Utilities.Logging	Class	ConsoleLogger	Compze.Utilities.Logging\ConsoleLogger.cs
Compze.Utilities.Logging	Class	ExceptionTessageBuilder	Compze.Utilities.Logging\ExceptionMessageBuilder.cs
Compze.Utilities.Logging	Class	WarningLogger	Compze.Utilities.Logging\LevelLogger.cs
Compze.Utilities.Logging	Class	InfoLogger	Compze.Utilities.Logging\LevelLogger.cs
Compze.Utilities.Logging	Class	DebugLogger	Compze.Utilities.Logging\LevelLogger.cs
Compze.Utilities.SystemCE	Class	ActionCE	Compze.Utilities.SystemCE\ActionCE.cs
Compze.Utilities.SystemCE	Class	AsyncDisposable	Compze.Utilities.SystemCE\AsyncDisposable.cs
Compze.Utilities.SystemCE	Class	GCCE	Compze.Utilities.SystemCE\GCCE.cs
Compze.Utilities.SystemCE	Class	StandardDirectories	Compze.Utilities.SystemCE\IOCE\DirectoryCE.StandardDirectories.cs
Compze.Utilities.SystemCE	Class	PathCE	Compze.Utilities.SystemCE\IOCE\PathCE.cs
Compze.Utilities.SystemCE	Class	SimpleObserver	Compze.Utilities.SystemCE\ReactiveCE\SimpleObserver.cs
